epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,391.91,1.31839,2.6734,3.85798,1.16121,0.10484,0.22276,0.17297,0.12694,0.06719,0.15,0.11024,0.08041,1.46548,3.18789,4.22379,1.21255,0.000181667,0.000181667,0.000181667
46,399.957,1.36228,2.6089,3.7889,1.18738,0.10484,0.22276,0.17297,0.12694,0.06719,0.15,0.11024,0.08041,1.46548,3.18789,4.22379,1.21255,0.000184905,0.000184905,0.000184905
47,408.465,1.35781,2.56782,3.79742,1.19651,0.08914,0.22756,0.17686,0.13378,0.05725,0.15,0.10772,0.07212,1.43927,3.17231,4.21365,1.20352,0.000188103,0.000188103,0.000188103
48,416.456,1.28651,2.46261,3.7126,1.19339,0.08914,0.22756,0.17686,0.13378,0.05725,0.15,0.10772,0.07212,1.43927,3.17231,4.21365,1.20352,0.000191262,0.000191262,0.000191262
49,424.721,1.38381,2.58818,3.70721,1.16364,0.08701,0.25408,0.18986,0.13373,0.0561,0.17083,0.11697,0.07889,1.45202,3.17019,4.19687,1.21394,0.000194381,0.000194381,0.000194381
50,432.687,1.35043,2.54867,3.69921,1.16317,0.08701,0.25408,0.18986,0.13373,0.0561,0.17083,0.11697,0.07889,1.45202,3.17019,4.19687,1.21394,0.00019746,0.00019746,0.00019746
51,441.136,1.28661,2.53506,3.68622,1.19463,0.08106,0.27018,0.20334,0.14305,0.05112,0.17652,0.12542,0.08302,1.45408,3.19949,4.1959,1.21957,0.0002005,0.0002005,0.0002005
52,449.721,1.29242,2.49577,3.63977,1.14807,0.08106,0.27018,0.20334,0.14305,0.05112,0.17652,0.12542,0.08302,1.45408,3.19949,4.1959,1.21957,0.0002035,0.0002035,0.0002035
53,458.632,1.40821,2.56611,3.67779,1.18909,0.08106,0.27018,0.20334,0.14305,0.05112,0.17652,0.12542,0.08302,1.45408,3.19949,4.1959,1.21957,0.000206461,0.000206461,0.000206461
54,467.423,1.40538,2.56145,3.67331,1.19835,0.06932,0.29101,0.21299,0.14542,0.04313,0.18693,0.13089,0.08786,1.46554,3.2296,4.18587,1.21131,0.000209382,0.000209382,0.000209382
55,476.123,1.3652,2.45788,3.60152,1.19778,0.06932,0.29101,0.21299,0.14542,0.04313,0.18693,0.13089,0.08786,1.46554,3.2296,4.18587,1.21131,0.000212263,0.000212263,0.000212263
56,485.321,1.34337,2.37568,3.60925,1.13291,0.06932,0.29101,0.21299,0.14542,0.04313,0.18693,0.13089,0.08786,1.46554,3.2296,4.18587,1.21131,0.000215105,0.000215105,0.000215105
57,493.618,1.33197,2.47497,3.53836,1.18065,0.05868,0.29101,0.22438,0.15437,0.03911,0.20985,0.15424,0.09559,1.44601,3.05637,4.15302,1.19574,0.000217907,0.000217907,0.000217907
58,502.125,1.36715,2.5366,3.54403,1.17078,0.05868,0.29101,0.22438,0.15437,0.03911,0.20985,0.15424,0.09559,1.44601,3.05637,4.15302,1.19574,0.00022067,0.00022067,0.00022067
59,510.471,1.31186,2.24255,3.51751,1.13922,0.05868,0.29101,0.22438,0.15437,0.03911,0.20985,0.15424,0.09559,1.44601,3.05637,4.15302,1.19574,0.000223393,0.000223393,0.000223393
60,518.306,1.26628,2.2871,3.4563,1.1294,0.05467,0.27499,0.21974,0.16229,0.04323,0.22242,0.17793,0.10131,1.41478,2.88944,4.12165,1.18366,0.000226076,0.000226076,0.000226076
61,526.815,1.27402,2.25692,3.45239,1.14468,0.05467,0.27499,0.21974,0.16229,0.04323,0.22242,0.17793,0.10131,1.41478,2.88944,4.12165,1.18366,0.00022872,0.00022872,0.00022872
62,535.038,1.31435,2.38445,3.48164,1.19823,0.05467,0.27499,0.21974,0.16229,0.04323,0.22242,0.17793,0.10131,1.41478,2.88944,4.12165,1.18366,0.000231324,0.000231324,0.000231324
63,543.624,1.21598,2.19085,3.39694,1.09483,0.05696,0.27586,0.22821,0.16565,0.04165,0.21761,0.18249,0.10074,1.4192,2.80943,4.10712,1.18417,0.000233889,0.000233889,0.000233889
64,551.73,1.31404,2.22564,3.34284,1.16332,0.05696,0.27586,0.22821,0.16565,0.04165,0.21761,0.18249,0.10074,1.4192,2.80943,4.10712,1.18417,0.000236414,0.000236414,0.000236414
65,560.488,1.27237,2.28289,3.42729,1.13413,0.05696,0.27586,0.22821,0.16565,0.04165,0.21761,0.18249,0.10074,1.4192,2.80943,4.10712,1.18417,0.000238899,0.000238899,0.000238899
66,569.124,1.21637,2.22634,3.38635,1.14178,0.05645,0.28154,0.24046,0.1753,0.04659,0.24148,0.21373,0.10778,1.41746,2.76668,4.07772,1.17985,0.000241345,0.000241345,0.000241345
67,577.901,1.25024,2.18727,3.27372,1.13948,0.05645,0.28154,0.24046,0.1753,0.04659,0.24148,0.21373,0.10778,1.41746,2.76668,4.07772,1.17985,0.000243751,0.000243751,0.000243751
68,585.981,1.26031,2.20262,3.24635,1.14792,0.05645,0.28154,0.24046,0.1753,0.04659,0.24148,0.21373,0.10778,1.41746,2.76668,4.07772,1.17985,0.000246118,0.000246118,0.000246118
69,593.898,1.27407,2.27927,3.29535,1.1431,0.05695,0.30862,0.24808,0.18386,0.05042,0.27898,0.20674,0.11642,1.41877,2.77822,4.04315,1.18536,0.000248445,0.000248445,0.000248445
70,601.982,1.27678,2.17046,3.28482,1.14646,0.05695,0.30862,0.24808,0.18386,0.05042,0.27898,0.20674,0.11642,1.41877,2.77822,4.04315,1.18536,0.000250732,0.000250732,0.000250732
71,609.976,1.25842,2.203,3.1998,1.14324,0.05695,0.30862,0.24808,0.18386,0.05042,0.27898,0.20674,0.11642,1.41877,2.77822,4.04315,1.18536,0.00025298,0.00025298,0.00025298
72,617.626,1.25399,2.27009,3.2069,1.14852,0.05852,0.37536,0.27228,0.19136,0.04905,0.32008,0.23682,0.12134,1.43783,2.75692,4.00584,1.19448,0.000255188,0.000255188,0.000255188
73,625.297,1.18276,2.01446,3.11698,1.14015,0.05852,0.37536,0.27228,0.19136,0.04905,0.32008,0.23682,0.12134,1.43783,2.75692,4.00584,1.19448,0.000257357,0.000257357,0.000257357
74,633.071,1.24634,2.20062,3.16376,1.12648,0.05852,0.37536,0.27228,0.19136,0.04905,0.32008,0.23682,0.12134,1.43783,2.75692,4.00584,1.19448,0.000259486,0.000259486,0.000259486
75,641.039,1.31992,2.28387,3.15129,1.19392,0.06099,0.41767,0.2942,0.20542,0.051,0.37072,0.27539,0.14292,1.42586,2.74269,3.94297,1.19151,0.000261575,0.000261575,0.000261575
76,649.572,1.28538,2.20545,3.0417,1.13133,0.06099,0.41767,0.2942,0.20542,0.051,0.37072,0.27539,0.14292,1.42586,2.74269,3.94297,1.19151,0.000263625,0.000263625,0.000263625
77,658.32,1.25121,2.19905,3.08538,1.1114,0.06099,0.41767,0.2942,0.20542,0.051,0.37072,0.27539,0.14292,1.42586,2.74269,3.94297,1.19151,0.000265635,0.000265635,0.000265635
78,666.878,1.22616,2.11034,3.15866,1.10515,0.05889,0.45229,0.31082,0.21581,0.04724,0.38802,0.29381,0.15312,1.4289,2.67781,3.87172,1.18608,0.000267606,0.000267606,0.000267606
79,674.279,1.29073,2.20816,2.90961,1.16068,0.05889,0.45229,0.31082,0.21581,0.04724,0.38802,0.29381,0.15312,1.4289,2.67781,3.87172,1.18608,0.000269537,0.000269537,0.000269537
80,681.951,1.32778,2.13866,2.9731,1.18381,0.05889,0.45229,0.31082,0.21581,0.04724,0.38802,0.29381,0.15312,1.4289,2.67781,3.87172,1.18608,0.000271428,0.000271428,0.000271428
81,689.557,1.20278,2.02705,3.00486,1.11991,0.05829,0.48209,0.33243,0.22279,0.0435,0.40052,0.30128,0.16888,1.44434,2.58405,3.81325,1.199,0.00027328,0.00027328,0.00027328
82,697.144,1.18744,2.05321,2.86876,1.10654,0.05829,0.48209,0.33243,0.22279,0.0435,0.40052,0.30128,0.16888,1.44434,2.58405,3.81325,1.199,0.000275092,0.000275092,0.000275092
83,704.86,1.22017,1.98004,2.87888,1.13583,0.05829,0.48209,0.33243,0.22279,0.0435,0.40052,0.30128,0.16888,1.44434,2.58405,3.81325,1.199,0.000276865,0.000276865,0.000276865
84,712.65,1.21853,2.1211,2.90645,1.15379,0.04963,0.4494,0.34189,0.22444,0.03985,0.37761,0.31522,0.17709,1.45746,2.57267,3.76951,1.20836,0.000278598,0.000278598,0.000278598
85,720.351,1.23273,2.06601,2.82492,1.15365,0.04963,0.4494,0.34189,0.22444,0.03985,0.37761,0.31522,0.17709,1.45746,2.57267,3.76951,1.20836,0.000280291,0.000280291,0.000280291
86,728.327,1.22194,2.02953,2.79612,1.08246,0.04963,0.4494,0.34189,0.22444,0.03985,0.37761,0.31522,0.17709,1.45746,2.57267,3.76951,1.20836,0.000281945,0.000281945,0.000281945
87,736.013,1.17073,1.99277,2.82382,1.10167,0.04963,0.4494,0.34189,0.22444,0.03985,0.37761,0.31522,0.17709,1.45746,2.57267,3.76951,1.20836,0.000283559,0.000283559,0.000283559
88,744.354,1.16618,1.95038,2.78419,1.09784,0.38959,0.39748,0.34501,0.23424,0.55832,0.32273,0.30392,0.17569,1.45684,2.59287,3.69834,1.20381,0.000285134,0.000285134,0.000285134
89,753.652,1.31287,2.09652,2.82456,1.11749,0.38959,0.39748,0.34501,0.23424,0.55832,0.32273,0.30392,0.17569,1.45684,2.59287,3.69834,1.20381,0.000286669,0.000286669,0.000286669
90,761.992,1.17855,1.92421,2.75435,1.09674,0.38959,0.39748,0.34501,0.23424,0.55832,0.32273,0.30392,0.17569,1.45684,2.59287,3.69834,1.20381,0.000288164,0.000288164,0.000288164
91,770.106,1.15405,1.89602,2.70677,1.10798,0.38959,0.39748,0.34501,0.23424,0.55832,0.32273,0.30392,0.17569,1.45684,2.59287,3.69834,1.20381,0.00028962,0.00028962,0.00028962
92,778.695,1.20118,1.98326,2.76645,1.12671,0.85888,0.27457,0.35603,0.24279,0.86554,0.22783,0.32734,0.19066,1.44504,2.55909,3.6117,1.19193,0.000291036,0.000291036,0.000291036
93,786.82,1.22856,2.04488,2.65748,1.10245,0.85888,0.27457,0.35603,0.24279,0.86554,0.22783,0.32734,0.19066,1.44504,2.55909,3.6117,1.19193,0.000292413,0.000292413,0.000292413
94,794.9,1.19839,1.91097,2.71584,1.14365,0.85888,0.27457,0.35603,0.24279,0.86554,0.22783,0.32734,0.19066,1.44504,2.55909,3.6117,1.19193,0.00029375,0.00029375,0.00029375
95,802.546,1.25331,2.09614,2.61458,1.16066,0.85888,0.27457,0.35603,0.24279,0.86554,0.22783,0.32734,0.19066,1.44504,2.55909,3.6117,1.19193,0.000295047,0.000295047,0.000295047
96,810.625,1.14616,2.02443,2.57076,1.11792,0.92072,0.19738,0.35801,0.25511,0.88207,0.14602,0.3485,0.19988,1.47539,2.55849,3.52558,1.20358,0.000296305,0.000296305,0.000296305
97,819.548,1.14058,1.74564,2.48314,1.08865,0.92072,0.19738,0.35801,0.25511,0.88207,0.14602,0.3485,0.19988,1.47539,2.55849,3.52558,1.20358,0.000297523,0.000297523,0.000297523
98,828.145,1.27567,2.1182,2.56358,1.12477,0.92072,0.19738,0.35801,0.25511,0.88207,0.14602,0.3485,0.19988,1.47539,2.55849,3.52558,1.20358,0.000298702,0.000298702,0.000298702
99,836.958,1.2374,1.95464,2.57897,1.13251,0.92072,0.19738,0.35801,0.25511,0.88207,0.14602,0.3485,0.19988,1.47539,2.55849,3.52558,1.20358,0.000299841,0.000299841,0.000299841
100,845.741,1.17072,1.83644,2.50686,1.10631,0.92422,0.20688,0.38491,0.26391,0.8978,0.1881,0.34648,0.20385,1.47629,2.56052,3.44839,1.20096,0.00030094,0.00030094,0.00030094
101,854.409,1.28506,2.03284,2.42316,1.1318,0.92422,0.20688,0.38491,0.26391,0.8978,0.1881,0.34648,0.20385,1.47629,2.56052,3.44839,1.20096,0.000302,0.000302,0.000302
102,862.73,1.26897,1.96323,2.46508,1.14701,0.92422,0.20688,0.38491,0.26391,0.8978,0.1881,0.34648,0.20385,1.47629,2.56052,3.44839,1.20096,0.00030002,0.00030002,0.00030002
103,871.486,1.19045,1.93753,2.51718,1.12967,0.92422,0.20688,0.38491,0.26391,0.8978,0.1881,0.34648,0.20385,1.47629,2.56052,3.44839,1.20096,0.00029804,0.00029804,0.00029804
104,880.692,1.19592,1.97742,2.5144,1.10144,0.9307,0.24239,0.40228,0.26759,0.885,0.21066,0.35246,0.20437,1.46825,2.63056,3.331,1.18866,0.00029606,0.00029606,0.00029606
105,889.462,1.27575,2.07056,2.51531,1.09624,0.9307,0.24239,0.40228,0.26759,0.885,0.21066,0.35246,0.20437,1.46825,2.63056,3.331,1.18866,0.00029408,0.00029408,0.00029408
106,897.857,1.28577,1.98196,2.39852,1.11577,0.9307,0.24239,0.40228,0.26759,0.885,0.21066,0.35246,0.20437,1.46825,2.63056,3.331,1.18866,0.0002921,0.0002921,0.0002921
107,906.259,1.21895,2.01486,2.38912,1.09796,0.9307,0.24239,0.40228,0.26759,0.885,0.21066,0.35246,0.20437,1.46825,2.63056,3.331,1.18866,0.00029012,0.00029012,0.00029012
108,914.784,1.1394,1.7772,2.25251,1.13373,0.94246,0.28056,0.40168,0.27199,0.88632,0.24413,0.36248,0.20492,1.48055,2.60282,3.2125,1.19163,0.00028814,0.00028814,0.00028814
109,922.776,1.11886,1.69712,2.29653,1.10423,0.94246,0.28056,0.40168,0.27199,0.88632,0.24413,0.36248,0.20492,1.48055,2.60282,3.2125,1.19163,0.00028616,0.00028616,0.00028616
110,930.701,1.22542,1.89518,2.24541,1.09679,0.94246,0.28056,0.40168,0.27199,0.88632,0.24413,0.36248,0.20492,1.48055,2.60282,3.2125,1.19163,0.00028418,0.00028418,0.00028418
111,939.576,1.25135,2.03607,2.404,1.08836,0.94246,0.28056,0.40168,0.27199,0.88632,0.24413,0.36248,0.20492,1.48055,2.60282,3.2125,1.19163,0.0002822,0.0002822,0.0002822
112,947.928,1.17093,1.84898,2.26579,1.07777,0.92358,0.30493,0.43762,0.29217,0.89464,0.28105,0.39947,0.21901,1.49913,2.55134,3.08171,1.22429,0.00028022,0.00028022,0.00028022
113,956.439,1.23054,2.04737,2.28691,1.07915,0.92358,0.30493,0.43762,0.29217,0.89464,0.28105,0.39947,0.21901,1.49913,2.55134,3.08171,1.22429,0.00027824,0.00027824,0.00027824
114,964.507,1.23208,1.96795,2.23491,1.10005,0.92358,0.30493,0.43762,0.29217,0.89464,0.28105,0.39947,0.21901,1.49913,2.55134,3.08171,1.22429,0.00027626,0.00027626,0.00027626
115,973.398,1.28503,2.07776,2.32994,1.11515,0.92358,0.30493,0.43762,0.29217,0.89464,0.28105,0.39947,0.21901,1.49913,2.55134,3.08171,1.22429,0.00027428,0.00027428,0.00027428
116,981.764,1.12144,1.79906,2.11858,1.081,0.90595,0.31549,0.46054,0.30651,0.88304,0.30274,0.43867,0.23043,1.50309,2.55388,2.96706,1.24413,0.0002723,0.0002723,0.0002723
117,990.524,1.21558,1.94146,2.18977,1.0418,0.90595,0.31549,0.46054,0.30651,0.88304,0.30274,0.43867,0.23043,1.50309,2.55388,2.96706,1.24413,0.00027032,0.00027032,0.00027032
118,998.972,1.11736,1.72759,2.05604,1.11963,0.90595,0.31549,0.46054,0.30651,0.88304,0.30274,0.43867,0.23043,1.50309,2.55388,2.96706,1.24413,0.00026834,0.00026834,0.00026834
119,1007.35,1.17528,1.79863,2.19717,1.109,0.90595,0.31549,0.46054,0.30651,0.88304,0.30274,0.43867,0.23043,1.50309,2.55388,2.96706,1.24413,0.00026636,0.00026636,0.00026636
120,1016.22,1.13176,1.75739,2.06589,1.07791,0.88701,0.36349,0.51443,0.32764,0.83538,0.32127,0.43006,0.23651,1.51046,2.62907,2.85401,1.24828,0.00026438,0.00026438,0.00026438
121,1025.47,1.19086,1.79946,2.09229,1.10526,0.88701,0.36349,0.51443,0.32764,0.83538,0.32127,0.43006,0.23651,1.51046,2.62907,2.85401,1.24828,0.0002624,0.0002624,0.0002624
122,1035.35,1.29858,2.04943,2.26341,1.10267,0.88701,0.36349,0.51443,0.32764,0.83538,0.32127,0.43006,0.23651,1.51046,2.62907,2.85401,1.24828,0.00026042,0.00026042,0.00026042
123,1044.71,1.15134,1.8364,2.11351,1.08331,0.88701,0.36349,0.51443,0.32764,0.83538,0.32127,0.43006,0.23651,1.51046,2.62907,2.85401,1.24828,0.00025844,0.00025844,0.00025844
124,1054.18,1.12622,1.75162,2.03513,1.06767,0.87902,0.39537,0.54781,0.35156,0.81953,0.33591,0.44142,0.24648,1.51318,2.60821,2.73037,1.25575,0.00025646,0.00025646,0.00025646
125,1062.76,1.22923,1.93196,2.01507,1.07983,0.87902,0.39537,0.54781,0.35156,0.81953,0.33591,0.44142,0.24648,1.51318,2.60821,2.73037,1.25575,0.00025448,0.00025448,0.00025448
126,1071.62,1.22381,1.76196,2.09611,1.06965,0.87902,0.39537,0.54781,0.35156,0.81953,0.33591,0.44142,0.24648,1.51318,2.60821,2.73037,1.25575,0.0002525,0.0002525,0.0002525
127,1079.98,1.14007,1.66003,2.04421,1.11041,0.87902,0.39537,0.54781,0.35156,0.81953,0.33591,0.44142,0.24648,1.51318,2.60821,2.73037,1.25575,0.00025052,0.00025052,0.00025052
128,1088.63,1.13539,1.72176,2.04355,1.07869,0.82027,0.41181,0.55827,0.35569,0.77021,0.36004,0.47352,0.25782,1.51335,2.55671,2.636,1.25628,0.00024854,0.00024854,0.00024854
129,1097.14,1.19705,1.84509,2.00135,1.09206,0.82027,0.41181,0.55827,0.35569,0.77021,0.36004,0.47352,0.25782,1.51335,2.55671,2.636,1.25628,0.00024656,0.00024656,0.00024656
130,1106.03,1.21139,1.84166,2.06439,1.07059,0.82027,0.41181,0.55827,0.35569,0.77021,0.36004,0.47352,0.25782,1.51335,2.55671,2.636,1.25628,0.00024458,0.00024458,0.00024458
131,1114.47,1.10447,1.78334,1.96423,1.06734,0.82027,0.41181,0.55827,0.35569,0.77021,0.36004,0.47352,0.25782,1.51335,2.55671,2.636,1.25628,0.0002426,0.0002426,0.0002426
132,1122.82,1.11971,1.76957,1.97055,1.07084,0.83165,0.42453,0.55817,0.3538,0.78803,0.37654,0.47524,0.26057,1.53022,2.5335,2.55453,1.24955,0.00024062,0.00024062,0.00024062
133,1131.09,1.05181,1.72314,1.81048,1.03244,0.83165,0.42453,0.55817,0.3538,0.78803,0.37654,0.47524,0.26057,1.53022,2.5335,2.55453,1.24955,0.00023864,0.00023864,0.00023864
134,1139.45,1.11293,1.7004,1.90886,1.10501,0.83165,0.42453,0.55817,0.3538,0.78803,0.37654,0.47524,0.26057,1.53022,2.5335,2.55453,1.24955,0.00023666,0.00023666,0.00023666
135,1147.59,1.10172,1.68296,2.00987,1.08756,0.83165,0.42453,0.55817,0.3538,0.78803,0.37654,0.47524,0.26057,1.53022,2.5335,2.55453,1.24955,0.00023468,0.00023468,0.00023468
136,1156.05,1.194,1.87892,2.05428,1.08242,0.82655,0.4473,0.5766,0.36032,0.77168,0.39139,0.48684,0.26329,1.56016,2.57283,2.50854,1.26695,0.0002327,0.0002327,0.0002327
137,1164,1.1263,1.74381,1.93946,1.1123,0.82655,0.4473,0.5766,0.36032,0.77168,0.39139,0.48684,0.26329,1.56016,2.57283,2.50854,1.26695,0.00023072,0.00023072,0.00023072
