epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,3373.95,0.67877,1.07996,0.54795,0.93636,0.78443,0.75333,0.78471,0.55008,0.75398,0.71955,0.74654,0.42455,1.08196,2.31749,0.92898,1.12289,0.00025844,0.00025844,0.00025844
124,3403.52,0.64576,1.11848,0.55053,0.94057,0.81775,0.71766,0.78284,0.54695,0.77492,0.68403,0.73144,0.42263,1.08287,2.25371,0.93053,1.1182,0.00025646,0.00025646,0.00025646
125,3431.18,0.65504,1.12122,0.53497,0.94928,0.81775,0.71766,0.78284,0.54695,0.77492,0.68403,0.73144,0.42263,1.08287,2.25371,0.93053,1.1182,0.00025448,0.00025448,0.00025448
126,3459.44,0.65762,1.16972,0.53537,0.93781,0.83326,0.71944,0.78892,0.54556,0.75597,0.71562,0.74513,0.41928,1.07927,2.24106,0.93896,1.11265,0.0002525,0.0002525,0.0002525
127,3488.21,0.64896,1.08306,0.52556,0.93347,0.83326,0.71944,0.78892,0.54556,0.75597,0.71562,0.74513,0.41928,1.07927,2.24106,0.93896,1.11265,0.00025052,0.00025052,0.00025052
128,3515.58,0.65109,1.05796,0.52036,0.93468,0.77319,0.74787,0.78895,0.5445,0.74901,0.72138,0.74785,0.43079,1.08512,2.25792,0.95224,1.11661,0.00024854,0.00024854,0.00024854
129,3544.32,0.61007,1.11078,0.51011,0.91884,0.77319,0.74787,0.78895,0.5445,0.74901,0.72138,0.74785,0.43079,1.08512,2.25792,0.95224,1.11661,0.00024656,0.00024656,0.00024656
130,3572.13,0.71341,1.11352,0.57818,0.99893,0.7943,0.73162,0.78402,0.54704,0.76188,0.69879,0.74035,0.41445,1.06132,2.30399,0.92728,1.11075,0.00024458,0.00024458,0.00024458
131,3599.4,0.62593,1.04853,0.50581,0.92816,0.7943,0.73162,0.78402,0.54704,0.76188,0.69879,0.74035,0.41445,1.06132,2.30399,0.92728,1.11075,0.0002426,0.0002426,0.0002426
132,3626.71,0.66464,1.18368,0.55953,0.94502,0.80282,0.7245,0.78004,0.55069,0.77057,0.68114,0.74192,0.41876,1.05254,2.26791,0.91053,1.11033,0.00024062,0.00024062,0.00024062
133,3656.45,0.61907,1.08227,0.50832,0.92567,0.80282,0.7245,0.78004,0.55069,0.77057,0.68114,0.74192,0.41876,1.05254,2.26791,0.91053,1.11033,0.00023864,0.00023864,0.00023864
134,3686.99,0.63167,1.04024,0.50566,0.93395,0.78335,0.7317,0.78114,0.55234,0.77947,0.69096,0.74689,0.42591,1.05139,2.22219,0.89596,1.11023,0.00023666,0.00023666,0.00023666
135,3716.05,0.61494,1.00183,0.50164,0.94388,0.78335,0.7317,0.78114,0.55234,0.77947,0.69096,0.74689,0.42591,1.05139,2.22219,0.89596,1.11023,0.00023468,0.00023468,0.00023468
136,3745.82,0.66857,1.10738,0.5662,0.97227,0.77144,0.73389,0.77866,0.5462,0.76133,0.71773,0.75968,0.43072,1.05735,2.19264,0.89267,1.11047,0.0002327,0.0002327,0.0002327
137,3776.72,0.65352,1.08494,0.52213,0.93147,0.77144,0.73389,0.77866,0.5462,0.76133,0.71773,0.75968,0.43072,1.05735,2.19264,0.89267,1.11047,0.00023072,0.00023072,0.00023072
138,3806.02,0.65373,1.1199,0.54076,0.94277,0.78624,0.73146,0.78083,0.54599,0.74139,0.72121,0.74839,0.42493,1.0643,2.24657,0.89254,1.11957,0.00022874,0.00022874,0.00022874
139,3833.33,0.66513,1.06881,0.53823,0.94665,0.78624,0.73146,0.78083,0.54599,0.74139,0.72121,0.74839,0.42493,1.0643,2.24657,0.89254,1.11957,0.00022676,0.00022676,0.00022676
140,3860.02,0.66561,1.07943,0.53144,0.94123,0.78499,0.73256,0.77737,0.55153,0.75475,0.69377,0.73032,0.41657,1.05285,2.31294,0.89333,1.11453,0.00022478,0.00022478,0.00022478
141,3886.42,0.59547,0.99352,0.49962,0.91299,0.78499,0.73256,0.77737,0.55153,0.75475,0.69377,0.73032,0.41657,1.05285,2.31294,0.89333,1.11453,0.0002228,0.0002228,0.0002228
142,3914.2,0.64921,1.09047,0.52004,0.91858,0.79194,0.72959,0.77988,0.55145,0.7501,0.68656,0.73266,0.41755,1.05026,2.37303,0.9038,1.11765,0.00022082,0.00022082,0.00022082
143,3940.59,0.68456,1.0971,0.53163,0.93858,0.79194,0.72959,0.77988,0.55145,0.7501,0.68656,0.73266,0.41755,1.05026,2.37303,0.9038,1.11765,0.00021884,0.00021884,0.00021884
144,3967.77,0.62251,1.01018,0.50516,0.91881,0.81335,0.70666,0.77982,0.55371,0.83551,0.65353,0.74164,0.41817,1.04333,2.33937,0.88934,1.11202,0.00021686,0.00021686,0.00021686
145,3994.88,0.63167,1.06696,0.50741,0.9337,0.81335,0.70666,0.77982,0.55371,0.83551,0.65353,0.74164,0.41817,1.04333,2.33937,0.88934,1.11202,0.00021488,0.00021488,0.00021488
146,4022.35,0.61999,1.04544,0.50407,0.93146,0.76326,0.74558,0.78097,0.55577,0.75296,0.72585,0.75286,0.42742,1.04272,2.31898,0.88189,1.11473,0.0002129,0.0002129,0.0002129
147,4048.83,0.64596,1.1173,0.52448,0.93659,0.76326,0.74558,0.78097,0.55577,0.75296,0.72585,0.75286,0.42742,1.04272,2.31898,0.88189,1.11473,0.00021092,0.00021092,0.00021092
148,4075.04,0.65504,1.08367,0.52821,0.9578,0.77052,0.75505,0.78796,0.55194,0.78697,0.70519,0.75391,0.4194,1.05494,2.30173,0.88337,1.12277,0.00020894,0.00020894,0.00020894
149,4101.87,0.61188,1.05332,0.49874,0.91267,0.77052,0.75505,0.78796,0.55194,0.78697,0.70519,0.75391,0.4194,1.05494,2.30173,0.88337,1.12277,0.00020696,0.00020696,0.00020696
150,4128.49,0.6595,1.11919,0.5193,0.91829,0.82924,0.70433,0.79211,0.55869,0.78375,0.72102,0.76174,0.42226,1.05275,2.26971,0.89004,1.12246,0.00020498,0.00020498,0.00020498
151,4154.87,0.61366,1.04925,0.50385,0.94261,0.82924,0.70433,0.79211,0.55869,0.78375,0.72102,0.76174,0.42226,1.05275,2.26971,0.89004,1.12246,0.000203,0.000203,0.000203
152,4181.09,0.63094,1.13139,0.51656,0.91603,0.79315,0.74144,0.78835,0.54777,0.79353,0.71407,0.76057,0.41597,1.05541,2.25759,0.89688,1.12243,0.00020102,0.00020102,0.00020102
153,4207.83,0.61637,1.08495,0.50007,0.91024,0.79315,0.74144,0.78835,0.54777,0.79353,0.71407,0.76057,0.41597,1.05541,2.25759,0.89688,1.12243,0.00019904,0.00019904,0.00019904
154,4234.02,0.5948,1.03504,0.50609,0.92905,0.79588,0.73502,0.78265,0.54952,0.78374,0.7021,0.75863,0.4277,1.05019,2.24287,0.88359,1.1214,0.00019706,0.00019706,0.00019706
155,4260.35,0.62626,1.05344,0.50108,0.91539,0.79588,0.73502,0.78265,0.54952,0.78374,0.7021,0.75863,0.4277,1.05019,2.24287,0.88359,1.1214,0.00019508,0.00019508,0.00019508
156,4287.03,0.64389,1.07325,0.52745,0.94904,0.80314,0.7253,0.78435,0.55273,0.77695,0.70325,0.75329,0.43855,1.05868,2.24364,0.88103,1.11825,0.0001931,0.0001931,0.0001931
157,4314.02,0.59867,1.02555,0.50036,0.91784,0.80314,0.7253,0.78435,0.55273,0.77695,0.70325,0.75329,0.43855,1.05868,2.24364,0.88103,1.11825,0.00019112,0.00019112,0.00019112
158,4340.74,0.62345,1.0114,0.49966,0.926,0.84011,0.7233,0.79599,0.55469,0.81432,0.69438,0.75875,0.43916,1.06579,2.26713,0.88635,1.11665,0.00018914,0.00018914,0.00018914
159,4367.72,0.6442,1.0936,0.5179,0.93498,0.84011,0.7233,0.79599,0.55469,0.81432,0.69438,0.75875,0.43916,1.06579,2.26713,0.88635,1.11665,0.00018716,0.00018716,0.00018716
160,4396.34,0.60017,1.02401,0.48503,0.90976,0.85814,0.73926,0.80439,0.55331,0.82404,0.70466,0.75597,0.42296,1.04994,2.29455,0.88818,1.10735,0.00018518,0.00018518,0.00018518
161,4426.72,0.57052,1.01004,0.47349,0.91122,0.85814,0.73926,0.80439,0.55331,0.82404,0.70466,0.75597,0.42296,1.04994,2.29455,0.88818,1.10735,0.0001832,0.0001832,0.0001832
162,4458.73,0.60042,1.01361,0.49529,0.92062,0.84543,0.74565,0.80463,0.55846,0.81093,0.68851,0.7467,0.41618,1.03902,2.31924,0.88623,1.10221,0.00018122,0.00018122,0.00018122
163,4489.86,0.62117,1.0477,0.50227,0.91022,0.84543,0.74565,0.80463,0.55846,0.81093,0.68851,0.7467,0.41618,1.03902,2.31924,0.88623,1.10221,0.00017924,0.00017924,0.00017924
164,4520.76,0.60837,0.97247,0.49156,0.92004,0.84367,0.74781,0.80542,0.56382,0.7879,0.70096,0.74155,0.41937,1.03986,2.32201,0.88474,1.10364,0.00017726,0.00017726,0.00017726
165,4552.71,0.60129,0.99604,0.49116,0.91042,0.84367,0.74781,0.80542,0.56382,0.7879,0.70096,0.74155,0.41937,1.03986,2.32201,0.88474,1.10364,0.00017528,0.00017528,0.00017528
166,4586.47,0.59495,0.99301,0.48202,0.91031,0.87095,0.71824,0.80368,0.55673,0.77651,0.7155,0.74829,0.42119,1.03793,2.30843,0.89253,1.10517,0.0001733,0.0001733,0.0001733
167,4618.47,0.59296,0.94887,0.47412,0.91573,0.87095,0.71824,0.80368,0.55673,0.77651,0.7155,0.74829,0.42119,1.03793,2.30843,0.89253,1.10517,0.00017132,0.00017132,0.00017132
168,4649.64,0.57177,0.98625,0.47347,0.93034,0.86792,0.72091,0.79729,0.55643,0.77651,0.71043,0.73141,0.41717,1.05236,2.30172,0.90499,1.10816,0.00016934,0.00016934,0.00016934
169,4679.72,0.59112,0.97167,0.484,0.91828,0.86792,0.72091,0.79729,0.55643,0.77651,0.71043,0.73141,0.41717,1.05236,2.30172,0.90499,1.10816,0.00016736,0.00016736,0.00016736
170,4710.99,0.58312,0.97393,0.47452,0.91914,0.81001,0.75698,0.78863,0.54852,0.789,0.73414,0.7512,0.42136,1.05785,2.30727,0.90879,1.10631,0.00016538,0.00016538,0.00016538
171,4740.46,0.53368,0.86766,0.4514,0.90275,0.81001,0.75698,0.78863,0.54852,0.789,0.73414,0.7512,0.42136,1.05785,2.30727,0.90879,1.10631,0.0001634,0.0001634,0.0001634
172,4767.78,0.60146,0.92919,0.49508,0.93631,0.84107,0.71962,0.78555,0.54504,0.81757,0.69886,0.75256,0.4256,1.0595,2.32924,0.91459,1.10789,0.00016142,0.00016142,0.00016142
173,4795.12,0.6022,0.96068,0.48368,0.90336,0.84107,0.71962,0.78555,0.54504,0.81757,0.69886,0.75256,0.4256,1.0595,2.32924,0.91459,1.10789,0.00015944,0.00015944,0.00015944
174,4822.16,0.62505,1.08732,0.49953,0.91771,0.84234,0.70752,0.78129,0.54079,0.79149,0.71003,0.74981,0.42079,1.06496,2.34909,0.9081,1.11159,0.00015746,0.00015746,0.00015746
175,4849.14,0.56678,0.99835,0.46983,0.90779,0.84234,0.70752,0.78129,0.54079,0.79149,0.71003,0.74981,0.42079,1.06496,2.34909,0.9081,1.11159,0.00015548,0.00015548,0.00015548
176,4876.76,0.61951,0.98207,0.48961,0.92929,0.83403,0.71027,0.77832,0.54514,0.79547,0.69977,0.74024,0.42091,1.06771,2.39135,0.92401,1.11141,0.0001535,0.0001535,0.0001535
177,4904.6,0.58397,0.95832,0.47885,0.91423,0.83403,0.71027,0.77832,0.54514,0.79547,0.69977,0.74024,0.42091,1.06771,2.39135,0.92401,1.11141,0.00015152,0.00015152,0.00015152
178,4931.5,0.59003,0.9731,0.48154,0.9123,0.8118,0.73587,0.78211,0.55254,0.79995,0.69853,0.73795,0.43006,1.05444,2.41105,0.90761,1.10781,0.00014954,0.00014954,0.00014954
179,4958.06,0.60254,0.96976,0.48296,0.92569,0.8118,0.73587,0.78211,0.55254,0.79995,0.69853,0.73795,0.43006,1.05444,2.41105,0.90761,1.10781,0.00014756,0.00014756,0.00014756
180,4985.07,0.55596,0.93285,0.45564,0.89282,0.78882,0.73867,0.78272,0.55383,0.79453,0.68734,0.73459,0.42116,1.04217,2.41244,0.89118,1.10665,0.00014558,0.00014558,0.00014558
181,5012.16,0.59094,0.95957,0.47209,0.90672,0.78882,0.73867,0.78272,0.55383,0.79453,0.68734,0.73459,0.42116,1.04217,2.41244,0.89118,1.10665,0.0001436,0.0001436,0.0001436
182,5038.69,0.5608,0.93208,0.45044,0.91527,0.80359,0.73816,0.78467,0.56029,0.79512,0.69838,0.73674,0.42476,1.04148,2.39475,0.88796,1.10661,0.00014162,0.00014162,0.00014162
183,5065.04,0.58902,0.95913,0.47389,0.91864,0.80359,0.73816,0.78467,0.56029,0.79512,0.69838,0.73674,0.42476,1.04148,2.39475,0.88796,1.10661,0.00013964,0.00013964,0.00013964
184,5092.27,0.5387,0.89963,0.44084,0.91455,0.80618,0.73363,0.78488,0.56032,0.78429,0.70543,0.74035,0.43023,1.05296,2.40577,0.89035,1.11072,0.00013766,0.00013766,0.00013766
185,5118.45,0.57584,1.03639,0.4706,0.91059,0.80618,0.73363,0.78488,0.56032,0.78429,0.70543,0.74035,0.43023,1.05296,2.40577,0.89035,1.11072,0.00013568,0.00013568,0.00013568
186,5144.97,0.58662,0.97354,0.47857,0.90409,0.80232,0.73428,0.78844,0.55331,0.78756,0.71098,0.75028,0.43107,1.05665,2.42075,0.89148,1.11169,0.0001337,0.0001337,0.0001337
187,5171.25,0.57205,0.93852,0.45992,0.90993,0.80232,0.73428,0.78844,0.55331,0.78756,0.71098,0.75028,0.43107,1.05665,2.42075,0.89148,1.11169,0.00013172,0.00013172,0.00013172
188,5198.24,0.57757,0.96474,0.46385,0.87937,0.82737,0.69747,0.78038,0.54898,0.81802,0.68082,0.73712,0.42691,1.04754,2.4288,0.89566,1.11028,0.00012974,0.00012974,0.00012974
189,5223.68,0.58142,0.96166,0.48009,0.94679,0.82737,0.69747,0.78038,0.54898,0.81802,0.68082,0.73712,0.42691,1.04754,2.4288,0.89566,1.11028,0.00012776,0.00012776,0.00012776
190,5250.35,0.58506,0.94605,0.46106,0.89983,0.84367,0.70342,0.78556,0.55426,0.81563,0.67956,0.73765,0.42795,1.04188,2.36342,0.88333,1.10811,0.00012578,0.00012578,0.00012578
191,5278.38,0.57465,0.98244,0.46381,0.91117,0.84367,0.70342,0.78556,0.55426,0.81563,0.67956,0.73765,0.42795,1.04188,2.36342,0.88333,1.10811,0.0001238,0.0001238,0.0001238
192,5307.11,0.54885,0.91997,0.45622,0.90662,0.86487,0.70656,0.78936,0.55414,0.82275,0.67773,0.7425,0.42675,1.04459,2.29353,0.87619,1.10744,0.00012182,0.00012182,0.00012182
193,5333.97,0.56855,0.98328,0.47555,0.92676,0.86487,0.70656,0.78936,0.55414,0.82275,0.67773,0.7425,0.42675,1.04459,2.29353,0.87619,1.10744,0.00011984,0.00011984,0.00011984
194,5361.18,0.57813,0.99168,0.47178,0.91369,0.86469,0.69681,0.78621,0.55772,0.81855,0.67151,0.74238,0.42694,1.04036,2.29853,0.87478,1.10482,0.00011786,0.00011786,0.00011786
195,5391.54,0.57975,0.96174,0.45392,0.90117,0.86469,0.69681,0.78621,0.55772,0.81855,0.67151,0.74238,0.42694,1.04036,2.29853,0.87478,1.10482,0.00011588,0.00011588,0.00011588
196,5419.98,0.53431,0.9103,0.45299,0.90659,0.79269,0.74641,0.78385,0.5556,0.76683,0.7178,0.75084,0.42725,1.04009,2.28886,0.88294,1.10446,0.0001139,0.0001139,0.0001139
197,5449.54,0.57942,0.88223,0.46421,0.92784,0.79269,0.74641,0.78385,0.5556,0.76683,0.7178,0.75084,0.42725,1.04009,2.28886,0.88294,1.10446,0.00011192,0.00011192,0.00011192
198,5476.17,0.52472,0.86023,0.44553,0.91894,0.7821,0.75823,0.78219,0.55727,0.75567,0.73055,0.73925,0.42907,1.03473,2.28422,0.88737,1.10073,0.00010994,0.00010994,0.00010994
199,5503.62,0.57473,0.9508,0.46141,0.91476,0.7821,0.75823,0.78219,0.55727,0.75567,0.73055,0.73925,0.42907,1.03473,2.28422,0.88737,1.10073,0.00010796,0.00010796,0.00010796
200,5530.03,0.56209,0.92756,0.46361,0.91612,0.86583,0.69371,0.78522,0.56008,0.81426,0.66824,0.73704,0.43612,1.02596,2.27262,0.88154,1.09255,0.00010598,0.00010598,0.00010598
201,5556.61,0.56769,0.91373,0.45189,0.92833,0.86583,0.69371,0.78522,0.56008,0.81426,0.66824,0.73704,0.43612,1.02596,2.27262,0.88154,1.09255,0.000104,0.000104,0.000104
202,5584.02,0.58232,0.96417,0.46326,0.90944,0.81486,0.7361,0.78471,0.56003,0.78158,0.70917,0.74581,0.43416,1.0167,2.2604,0.87466,1.08836,0.00010202,0.00010202,0.00010202
203,5610.72,0.5601,0.93334,0.45267,0.90945,0.81486,0.7361,0.78471,0.56003,0.78158,0.70917,0.74581,0.43416,1.0167,2.2604,0.87466,1.08836,0.00010004,0.00010004,0.00010004
204,5637.8,0.54653,0.94351,0.4493,0.89762,0.82528,0.72336,0.78265,0.56391,0.80136,0.69867,0.74168,0.43244,1.01939,2.25371,0.87246,1.08919,9.806e-05,9.806e-05,9.806e-05
205,5663.84,0.56382,1.00833,0.46395,0.91879,0.82528,0.72336,0.78265,0.56391,0.80136,0.69867,0.74168,0.43244,1.01939,2.25371,0.87246,1.08919,9.608e-05,9.608e-05,9.608e-05
206,5690.66,0.52609,0.88371,0.43676,0.89703,0.8258,0.71841,0.78072,0.56425,0.81469,0.70479,0.75418,0.43007,1.02275,2.23916,0.86679,1.09098,9.41e-05,9.41e-05,9.41e-05
207,5717.4,0.54599,0.90833,0.4445,0.90311,0.8258,0.71841,0.78072,0.56425,0.81469,0.70479,0.75418,0.43007,1.02275,2.23916,0.86679,1.09098,9.212e-05,9.212e-05,9.212e-05
208,5744.33,0.52997,0.89838,0.43757,0.88524,0.82561,0.71732,0.78555,0.56823,0.81481,0.70222,0.75532,0.43025,1.02256,2.23071,0.85416,1.09056,9.014e-05,9.014e-05,9.014e-05
209,5772.17,0.5074,0.90465,0.44323,0.90547,0.82561,0.71732,0.78555,0.56823,0.81481,0.70222,0.75532,0.43025,1.02256,2.23071,0.85416,1.09056,8.816e-05,8.816e-05,8.816e-05
210,5799.22,0.55569,0.96115,0.45997,0.90228,0.80267,0.74303,0.79332,0.56895,0.81153,0.70408,0.75794,0.42688,1.01984,2.23218,0.84938,1.08863,8.618e-05,8.618e-05,8.618e-05
211,5825.97,0.53179,0.91916,0.44048,0.90418,0.80267,0.74303,0.79332,0.56895,0.81153,0.70408,0.75794,0.42688,1.01984,2.23218,0.84938,1.08863,8.42e-05,8.42e-05,8.42e-05
212,5852.41,0.53345,0.85909,0.44177,0.91296,0.81533,0.75315,0.7963,0.56601,0.79111,0.72573,0.75235,0.43102,1.01818,2.23966,0.85001,1.08727,8.222e-05,8.222e-05,8.222e-05
213,5880.08,0.52807,0.88389,0.42487,0.89616,0.81533,0.75315,0.7963,0.56601,0.79111,0.72573,0.75235,0.43102,1.01818,2.23966,0.85001,1.08727,8.024e-05,8.024e-05,8.024e-05
214,5908.11,0.52695,0.88308,0.44036,0.88776,0.8252,0.74147,0.79525,0.56634,0.79274,0.70917,0.74387,0.43614,1.01547,2.23793,0.84551,1.08546,7.826e-05,7.826e-05,7.826e-05
215,5936.35,0.52013,0.93777,0.44561,0.8966,0.8252,0.74147,0.79525,0.56634,0.79274,0.70917,0.74387,0.43614,1.01547,2.23793,0.84551,1.08546,7.628e-05,7.628e-05,7.628e-05
216,5964.71,0.52112,0.88644,0.43236,0.89314,0.83464,0.7405,0.79936,0.5663,0.81065,0.71797,0.75503,0.44139,1.01204,2.23782,0.84115,1.08399,7.43e-05,7.43e-05,7.43e-05
217,5992.72,0.54185,0.92036,0.43124,0.89765,0.83464,0.7405,0.79936,0.5663,0.81065,0.71797,0.75503,0.44139,1.01204,2.23782,0.84115,1.08399,7.232e-05,7.232e-05,7.232e-05
218,6019.11,0.53099,0.91363,0.43517,0.90296,0.83161,0.73952,0.8022,0.56796,0.80782,0.71736,0.75486,0.44367,1.00612,2.23377,0.83996,1.07995,7.034e-05,7.034e-05,7.034e-05
219,6045.49,0.55571,0.88298,0.45496,0.91259,0.83161,0.73952,0.8022,0.56796,0.80782,0.71736,0.75486,0.44367,1.00612,2.23377,0.83996,1.07995,6.836e-05,6.836e-05,6.836e-05
220,6072.16,0.53544,0.93422,0.43078,0.90288,0.82054,0.74419,0.80367,0.57089,0.79936,0.72071,0.76184,0.44907,1.00428,2.23186,0.83466,1.07856,6.638e-05,6.638e-05,6.638e-05
221,6098.35,0.53192,0.87828,0.43369,0.9111,0.82054,0.74419,0.80367,0.57089,0.79936,0.72071,0.76184,0.44907,1.00428,2.23186,0.83466,1.07856,6.44e-05,6.44e-05,6.44e-05
222,6124.2,0.52813,0.90225,0.43968,0.90594,0.78322,0.76593,0.79457,0.57039,0.77466,0.74612,0.76537,0.44426,1.00701,2.23573,0.83363,1.07936,6.242e-05,6.242e-05,6.242e-05
223,6150.9,0.52975,0.9016,0.44482,0.89485,0.78322,0.76593,0.79457,0.57039,0.77466,0.74612,0.76537,0.44426,1.00701,2.23573,0.83363,1.07936,6.044e-05,6.044e-05,6.044e-05
224,6177.16,0.52672,0.92168,0.43325,0.89125,0.78796,0.75808,0.79185,0.57055,0.77534,0.73541,0.76083,0.44266,1.00982,2.2413,0.83815,1.0805,5.846e-05,5.846e-05,5.846e-05
225,6204.04,0.54885,0.93184,0.44536,0.8881,0.78796,0.75808,0.79185,0.57055,0.77534,0.73541,0.76083,0.44266,1.00982,2.2413,0.83815,1.0805,5.648e-05,5.648e-05,5.648e-05
226,6230.77,0.52683,0.90824,0.44135,0.88647,0.7978,0.75313,0.79394,0.57157,0.78188,0.73518,0.76406,0.43883,1.00945,2.25624,0.84302,1.08188,5.45e-05,5.45e-05,5.45e-05
227,6257.31,0.49912,0.85624,0.41737,0.8951,0.7978,0.75313,0.79394,0.57157,0.78188,0.73518,0.76406,0.43883,1.00945,2.25624,0.84302,1.08188,5.252e-05,5.252e-05,5.252e-05
228,6284.35,0.49967,0.83695,0.41791,0.88417,0.80678,0.7568,0.79851,0.57191,0.78807,0.73798,0.76787,0.43834,1.00221,2.24752,0.8407,1.08113,5.054e-05,5.054e-05,5.054e-05
229,6310.86,0.54409,0.90844,0.43776,0.90825,0.80678,0.7568,0.79851,0.57191,0.78807,0.73798,0.76787,0.43834,1.00221,2.24752,0.8407,1.08113,4.856e-05,4.856e-05,4.856e-05
230,6337.35,0.53288,0.92926,0.43264,0.89261,0.82782,0.73196,0.79467,0.56968,0.81693,0.70434,0.75718,0.43526,1.001,2.26087,0.84024,1.08326,4.658e-05,4.658e-05,4.658e-05
231,6363.79,0.55943,0.95578,0.45522,0.89651,0.82782,0.73196,0.79467,0.56968,0.81693,0.70434,0.75718,0.43526,1.001,2.26087,0.84024,1.08326,4.46e-05,4.46e-05,4.46e-05
232,6389.82,0.54689,0.95269,0.45266,0.89842,0.82875,0.72345,0.79409,0.57081,0.81235,0.69516,0.75416,0.43593,0.99793,2.25402,0.84165,1.08353,4.262e-05,4.262e-05,4.262e-05
233,6415.49,0.52441,0.89041,0.44247,0.90814,0.82875,0.72345,0.79409,0.57081,0.81235,0.69516,0.75416,0.43593,0.99793,2.25402,0.84165,1.08353,4.064e-05,4.064e-05,4.064e-05
234,6442.01,0.5352,0.90108,0.43534,0.89656,0.8263,0.72381,0.79301,0.57067,0.81145,0.69493,0.75545,0.43449,0.99814,2.26302,0.84433,1.08407,3.866e-05,3.866e-05,3.866e-05
235,6468.8,0.48325,0.76565,0.40287,0.87767,0.8263,0.72381,0.79301,0.57067,0.81145,0.69493,0.75545,0.43449,0.99814,2.26302,0.84433,1.08407,3.668e-05,3.668e-05,3.668e-05
236,6495.44,0.5473,0.9679,0.44645,0.89403,0.83635,0.72163,0.7943,0.57209,0.82097,0.70653,0.76053,0.43876,0.99723,2.25304,0.84336,1.08373,3.47e-05,3.47e-05,3.47e-05
237,6522.45,0.53407,0.96368,0.43944,0.8909,0.83635,0.72163,0.7943,0.57209,0.82097,0.70653,0.76053,0.43876,0.99723,2.25304,0.84336,1.08373,3.272e-05,3.272e-05,3.272e-05
238,6549.15,0.52327,0.90775,0.4326,0.87902,0.83652,0.7238,0.79402,0.57177,0.81497,0.70514,0.75614,0.43745,0.9971,2.26017,0.84758,1.0828,3.074e-05,3.074e-05,3.074e-05
239,6575.59,0.50403,0.88241,0.41726,0.87599,0.83652,0.7238,0.79402,0.57177,0.81497,0.70514,0.75614,0.43745,0.9971,2.26017,0.84758,1.0828,2.876e-05,2.876e-05,2.876e-05
240,6602.56,0.49258,0.88141,0.42801,0.89839,0.83902,0.72378,0.79492,0.57239,0.81784,0.70491,0.75739,0.43862,0.99443,2.24652,0.84422,1.08253,2.678e-05,2.678e-05,2.678e-05
241,6627.78,0.47518,0.77858,0.41113,0.8641,0.83902,0.72378,0.79492,0.57239,0.81784,0.70491,0.75739,0.43862,0.99443,2.24652,0.84422,1.08253,2.48e-05,2.48e-05,2.48e-05
242,6652.65,0.49999,0.81634,0.42028,0.87609,0.83763,0.72444,0.79722,0.57177,0.81643,0.70558,0.75451,0.43448,0.99429,2.27586,0.84601,1.08431,2.282e-05,2.282e-05,2.282e-05
243,6677.8,0.47393,0.77565,0.40199,0.85818,0.83763,0.72444,0.79722,0.57177,0.81643,0.70558,0.75451,0.43448,0.99429,2.27586,0.84601,1.08431,2.084e-05,2.084e-05,2.084e-05
244,6702.61,0.49539,0.79865,0.42948,0.86822,0.84103,0.72431,0.79723,0.57336,0.81981,0.70547,0.75571,0.43567,0.99245,2.28453,0.84521,1.08327,1.886e-05,1.886e-05,1.886e-05
245,6726.94,0.49003,0.787,0.41727,0.87473,0.84103,0.72431,0.79723,0.57336,0.81981,0.70547,0.75571,0.43567,0.99245,2.28453,0.84521,1.08327,1.688e-05,1.688e-05,1.688e-05
246,6751.32,0.4908,0.81699,0.42533,0.88145,0.84165,0.72317,0.79562,0.57287,0.82061,0.70445,0.7556,0.43614,0.98926,2.30481,0.84675,1.08187,1.49e-05,1.49e-05,1.49e-05
247,6775.87,0.47442,0.77798,0.41129,0.87066,0.84165,0.72317,0.79562,0.57287,0.82061,0.70445,0.7556,0.43614,0.98926,2.30481,0.84675,1.08187,1.292e-05,1.292e-05,1.292e-05
248,6800.12,0.44789,0.78885,0.39481,0.85228,0.83263,0.71775,0.79437,0.57131,0.81742,0.70514,0.7612,0.43555,0.98863,2.33479,0.8499,1.08061,1.094e-05,1.094e-05,1.094e-05
249,6824.69,0.47854,0.8319,0.39895,0.8558,0.83263,0.71775,0.79437,0.57131,0.81742,0.70514,0.7612,0.43555,0.98863,2.33479,0.8499,1.08061,8.96e-06,8.96e-06,8.96e-06
250,6849.03,0.46566,0.8017,0.40514,0.87428,0.82872,0.71735,0.79435,0.57223,0.81349,0.70469,0.76143,0.43813,0.98864,2.34682,0.85289,1.08083,6.98e-06,6.98e-06,6.98e-06
